chart_date,chart_name,rank,title,artist,artist_success_score,peak_pos,last_pos,weeks_on_chart,is_new,spotify_id,spotify_track_name,spotify_primary_artist,spotify_all_artists,spotify_track_url,popularity,duration_ms,explicit,album_id,album_name,album_release_date,album_total_tracks,album_url,artist_genres,album_genres,album_label,album_copyrights,writers,producers
2025-03-29,hot-100,1,Luther,Kendrick Lamar & SZA,328.9037175789616,1,1,17,False,,,,,,,,,,,,,,,,,,,
